Project	Modified	wA % Done	wA GL	wA Orig Lang Check Version	tW % Done	tW GL	tW Orig Lang Check Version	tN % Done	tN GL	tN GL Check Version	tN Orig Lang Check Version	Time Created	tC Edit Version	tC Format Version	Project warnings	Project Error	
shojojohn/hi_iev_2pe_book	2022-09-10T11:55:28.919Z	6			0			0				2019-07-30T10:39:05.652Z	1.1.4	7			
shojojohn/hi_iev_2th_book	2022-09-10T11:55:28.919Z	6			0			0				2019-07-30T10:13:57.415Z	1.1.4	7			
shojojohn/hi_iev_2ti_book	2022-09-10T11:55:28.919Z	10			0			0				2019-07-30T10:16:03.088Z	1.1.4	7			
shojojohn/hi_iev_col_book	2022-09-10T11:55:28.919Z	5			0			0				2019-07-30T10:12:49.802Z	1.1.4	7			
shojojohn/hi_iev_exo_book	2022-09-10T11:55:28.919Z	50	en	v2.1.11	0			0				2020-03-23T05:10:59.532Z	2.1.1	7			
shojojohn/hi_iev_ezk_book	2022-09-10T11:55:28.919Z	100	en	v2.1.11	0			0				2020-05-08T06:58:29.945Z	2.1.1	7			
shojojohn/hi_iev_gen_book	2022-09-10T11:55:28.919Z	67	en	v2.1.11	0			0				2020-04-06T04:50:17.306Z	2.1.1	7			
shojojohn/hi_iev_isa_book	2022-09-10T11:55:28.919Z	67	en	v2.1.11	0			0				2020-04-15T10:06:30.197Z	2.1.1	7			
shojojohn/hi_iev_jas_book	2022-09-10T11:55:28.919Z	7			0			0				2019-07-30T10:38:04.011Z	1.1.4	7			
shojojohn/hi_iev_jer_book	2022-09-10T11:55:28.919Z	25	en	v2.1.11	0			0				2020-04-22T07:05:38.865Z	2.1.1	7			
shojojohn/hi_iev_jhn_book	2022-09-10T11:55:28.919Z	21	en	v0.14	0			0				2021-03-30T11:37:01.065Z	3.0.1	7			
shojojohn/hi_iev_job_book	2022-09-10T11:55:28.919Z	84	en	v2.1.11	0			0				2020-04-10T07:09:04.382Z	2.1.1	7			
shojojohn/hi_iev_jon_book	2022-09-10T11:55:28.919Z	100	en	v2.1.11	0			0	en	v26	v2.1.11	2020-03-12T03:42:35.409Z	2.1.1	7			
shojojohn/hi_iev_jos_book	2022-09-10T11:55:28.919Z	50	en	v2.1.11	0	en		0	en	v26	v2.1.11	2020-04-02T05:55:22.934Z	2.1.1	7			
shojojohn/hi_iev_jud_book	2022-09-10T11:55:28.919Z	8			0			0				2019-07-30T10:39:49.348Z	1.1.4	7			
shojojohn/hi_iev_luk_book	2022-09-10T11:55:28.919Z	19	en	v0.14	0			0				2021-03-30T11:15:10.415Z	3.0.1	7			
shojojohn/hi_iev_mat_book	2022-09-10T11:55:28.919Z	42	en	v0.12	0	en		0	en	v26	v0.12	2020-03-24T09:45:27.939Z	2.1.1	7			
shojojohn/hi_iev_mrk_book	2022-09-10T11:55:28.919Z	10			0			0				2019-09-03T05:10:51.744Z	1.1.4	7			
shojojohn/hi_iev_num_book	2022-09-10T11:55:28.919Z	59	en	v2.1.11	0			0				2020-03-26T06:32:36.406Z	2.1.1	7			
shojojohn/hi_iev_phm_book	2022-09-10T11:55:28.919Z	8			0			0				2019-07-30T10:37:29.914Z	1.1.4	7			
shojojohn/hi_iev_pro_book	2022-09-10T11:55:28.919Z	100	en	v2.1.11	0			0				2020-04-29T09:13:39.912Z	2.1.1	7			
shojojohn/hi_iev_rut_book	2022-09-10T11:55:28.919Z	59	en	v2.1.11	0			0	en	v26	v2.1.11	2020-03-11T15:21:32.823Z	2.1.1	7			
shojojohn/hi_iev_tit_book	2022-09-10T11:55:28.919Z	100			0			0				2019-05-09T04:31:52.455Z	1.1.4	7			
shojojohn/hi_irv_1ch_book	2022-09-10T11:55:28.919Z	81	en	v2.1.11	0			0				2020-03-17T06:01:49.940Z	2.1.1	7			
shojojohn/hi_irv_1co_book	2022-09-10T11:55:28.919Z	82			0			0				2019-07-18T04:28:56.291Z	1.1.4	7			
shojojohn/hi_irv_1jn_book	2022-09-10T11:55:28.919Z	98			0			0				2019-07-18T05:00:53.272Z	1.1.4	7			
